index	name	height	weight	description	image
356	Dusclops	5' 03"	67.5	Dusclops's body is completely hollow—there is nothing at all inside. It is said that its body is like a black hole. This Pokémon will absorb anything into its body, but nothing will ever come back out.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/356.png
357	Tropius	6' 07"	220.5	The bunches of fruit around Tropius's neck are very popular with children. This Pokémon loves fruit, and eats it continuously. Apparently, its love for fruit resulted in its own outgrowth of fruit.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/357.png
358	Chimecho	2' 00"	2.2	Chimecho makes its cries echo inside its hollow body. When this Pokémon becomes enraged, its cries result in ultrasonic waves that have the power to knock foes flying.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/358.png
359	Absol	3' 11"	103.6	Every time Absol appears before people, it is followed by a disaster such as an earthquake or a tidal wave. As a result, it came to be known as the disaster Pokémon.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/359.png
360	Wynaut	2' 00"	30.9	Wynaut can always be seen with a big, happy smile on its face. Look at its tail to determine if it is angry. When angered, this Pokémon will be slapping the ground with its tail.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/360.png
361	Snorunt	2' 04"	37.0	Snorunt live in regions with heavy snowfall. In seasons without snow, such as spring and summer, this Pokémon steals away to live quietly among stalactites and stalagmites deep in caverns.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/361.png
362	Glalie	4' 11"	565.5	Glalie has a body made of rock, which it hardens with an armor of ice. This Pokémon has the ability to freeze moisture in the atmosphere into any shape it desires.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/362.png
363	Spheal	2' 07"	87.1	Spheal is much faster rolling than walking to get around. When groups of this Pokémon eat, they all clap at once to show their pleasure. Because of this, their mealtimes are noisy.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/363.png
364	Sealeo	3' 07"	193.1	Sealeo has the habit of always juggling on the tip of its nose anything it sees for the first time. This Pokémon occasionally entertains itself by balancing and rolling a Spheal on its nose.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/364.png
365	Walrein	4' 07"	332.0	Walrein's two massively developed tusks can totally shatter blocks of ice weighing 10 tons with one blow. This Pokémon's thick coat of blubber insulates it from subzero temperatures.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/365.png
366	Clamperl	1' 04"	115.7	Clamperl's sturdy shell is not only good for protection—it is also used for clamping and catching prey. A fully grown Clamperl's shell will be scored with nicks and scratches all over.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/366.png
367	Huntail	5' 07"	59.5	Huntail's presence went unnoticed by people for a long time because it lives at extreme depths in the sea. This Pokémon's eyes can see clearly even in the murky dark depths of the ocean.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/367.png
368	Gorebyss	5' 11"	49.8	Gorebyss lives in the southern seas at extreme depths. Its body is built to withstand the enormous pressure of water at incredible depths. Because of this, this Pokémon's body is unharmed by ordinary attacks.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/368.png
369	Relicanth	3' 03"	51.6	Relicanth is a Pokémon species that existed for a hundred million years without ever changing its form. This ancient Pokémon feeds on microscopic organisms with its toothless mouth.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/369.png
370	Luvdisc	2' 00"	19.2	Luvdisc live in shallow seas in the tropics. This heart-shaped Pokémon earned its name by swimming after loving couples it spotted in the ocean's waves.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/370.png
371	Bagon	2' 00"	92.8	Bagon has a dream of one day soaring in the sky. In doomed efforts to fly, this Pokémon hurls itself off cliffs. As a result of its dives, its head has grown tough and as hard as tempered steel.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/371.png
372	Shelgon	3' 07"	243.6	Inside Shelgon's armor-like shell, cells are in the midst of transformation to create an entirely new body. This Pokémon's shell is extremely heavy, making its movements sluggish.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/372.png
373	Salamence	4' 11"	226.2	Salamence came about as a result of a strong, long-held dream of growing wings. It is said that this powerful desire triggered a sudden mutation in this Pokémon's cells, causing it to sprout its magnificent wings.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/373.png
374	Beldum	2' 00"	209.9	Instead of blood, a powerful magnetic force courses throughout Beldum's body. This Pokémon communicates with others by sending controlled pulses of magnetism.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/374.png
375	Metang	3' 11"	446.4	When two Beldum fuse together, Metang is formed. The brains of the Beldum are joined by a magnetic nervous system. By linking its brains magnetically, this Pokémon generates strong psychokinetic power.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/375.png
376	Metagross	5' 03"	1212.5	Metagross has four brains in total. Combined, the four brains can breeze through difficult calculations faster than a supercomputer. This Pokémon can float in the air by tucking in its four legs.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/376.png
377	Regirock	5' 07"	507.1	Regirock was sealed away by people long ago. If this Pokémon's body is damaged in battle, it is said to seek out suitable rocks on its own to repair itself.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/377.png
378	Regice	5' 11"	385.8	Regice's body was made during an ice age. The deep-frozen body can't be melted, even by fire. This Pokémon controls frigid air of -328 degrees Fahrenheit.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/378.png
379	Registeel	6' 03"	451.9	Registeel has a body that is harder than any kind of metal. Its body is apparently hollow. No one has any idea what this Pokémon eats.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/379.png
380	Latias	4' 07"	88.2	Latias is highly sensitive to the emotions of people. If it senses any hostility, this Pokémon ruffles the feathers all over its body and cries shrilly to intimidate the foe.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/380.png
381	Latios	6' 07"	132.3	Latios has the ability to make others see an image of what it has seen or imagines in its head. This Pokémon is intelligent and understands human speech.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/381.png
382	Kyogre	14' 09"	776.0	Through Primal Reversion and with nature's full power, it will take back its true form. It can summon storms that cause the sea levels to rise.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/382.png
383	Groudon	11' 06"	2094.4	Groudon is said to be the personification of the land itself. Legends tell of its many clashes against Kyogre, as each sought to gain the power of nature.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/383.png
384	Rayquaza	23' 00"	455.2	Rayquaza is said to have lived for hundreds of millions of years. Legends remain of how it put to rest the clash between Kyogre and Groudon.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/384.png
385	Jirachi	1' 00"	2.4	A legend states that Jirachi will make true any wish that is written on notes attached to its head when it awakens. If this Pokémon senses danger, it will fight without awakening.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/385.png
386	Deoxys	5' 07"	134.0	The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in Deoxys. The crystalline organ on this Pokémon's chest appears to be its brain.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/386.png
387	Turtwig	1' 04"	22.5	Photosynthesis occurs across its body under the sun. The shell on its back is actually hardened soil.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/387.png
388	Grotle	3' 07"	213.8	It lives along water in forests. In the daytime, it leaves the forest to sunbathe its treed shell.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/388.png
389	Torterra	7' 03"	683.4	Ancient people imagined that beneath the ground, a gigantic Torterra dwelled.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/389.png
390	Chimchar	1' 08"	13.7	Its fiery rear end is fueled by gas made in its belly. Even rain can't extinguish the fire.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/390.png
391	Monferno	2' 11"	48.5	It skillfully controls the intensity of the fire on its tail to keep its foes at an ideal distance.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/391.png
392	Infernape	3' 11"	121.3	Its crown of fire is indicative of its fiery nature. It is beaten by none in terms of quickness.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/392.png
393	Piplup	1' 04"	11.5	It doesn't like to be taken care of. It's difficult to bond with since it won't listen to its Trainer.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/393.png
394	Prinplup	2' 07"	50.7	It lives alone, away from others. Apparently, every one of them believes it is the most important.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/394.png
395	Empoleon	5' 07"	186.3	It swims as fast as a jet boat. The edges of its wings are sharp and can slice apart drifting ice.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/395.png
396	Starly	1' 00"	4.4	They flock in great numbers. Though small, they flap their wings with great power.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/396.png
397	Staravia	2' 00"	34.2	They maintain huge flocks, although fierce scuffles break out between various flocks.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/397.png
398	Staraptor	3' 11"	54.9	The muscles in its wings and legs are strong. It can easily fly while gripping a small Pokémon.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/398.png
399	Bidoof	1' 08"	44.1	With nerves of steel, nothing can perturb it. It is more agile and active than it appears.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/399.png
400	Bibarel	3' 03"	69.4	It busily makes its nest with stacks of branches and roots it has cut up with its sharp incisors.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/400.png
401	Kricketot	1' 00"	4.9	It chats with others using the sounds of its colliding antennae. These sounds are fall hallmarks.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/401.png
402	Kricketune	3' 03"	56.2	It crosses its knifelike arms in front of its chest when it cries. It can compose melodies ad lib.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/402.png
403	Shinx	1' 08"	20.9	The extension and contraction of its muscles generates electricity. It glows when in trouble.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/403.png
404	Luxio	2' 11"	67.2	Its claws loose electricity with enough amperage to cause fainting. They live in small groups.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/404.png
405	Luxray	4' 07"	92.6	When its eyes gleam gold, it can spot hiding prey—even those taking shelter behind a wall.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/405.png
406	Budew	0' 08"	2.6	When it feels the sun's warm touch, it opens its bud to release pollen. It lives alongside clear pools.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/406.png
407	Roserade	2' 11"	32.0	Luring prey with a sweet scent, it uses poison whips on its arms to poison, bind, and finish off the prey.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/407.png
408	Cranidos	2' 11"	69.4	It was resurrected from an iron ball-like fossil. It downs prey with its headbutts.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/408.png
409	Rampardos	5' 03"	226.0	Its skull withstands impacts of any magnitude. As a result, its brain never gets the chance to grow.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/409.png
410	Shieldon	1' 08"	125.7	It habitually polishes its face by rubbing it against tree trunks. It is weak to attacks from behind.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/410.png
411	Bastiodon	4' 03"	329.6	When they lined up side by side, no foe could break through. They shielded their young in that way.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/411.png
412	Burmy	0' 08"	7.5	To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/412.png
413	Wormadam	1' 08"	14.3	Its appearance changes depending on where it evolved. The materials on hand become a part of its body.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/413.png
414	Mothim	2' 11"	51.4	It loves the honey of flowers and steals honey collected by Combee.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/414.png
415	Combee	1' 00"	12.1	The trio is together from birth. It constantly gathers honey from flowers to please Vespiquen.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/415.png
416	Vespiquen	3' 11"	84.9	It houses its colony in cells in its body and releases various pheromones to make those grubs do its bidding.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/416.png
417	Pachirisu	1' 04"	8.6	It makes fur balls that crackle with static electricity. It stores them with berries in tree holes.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/417.png
418	Buizel	2' 04"	65.0	It swims by rotating its two tails like a screw. When it dives, its flotation sac collapses.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/418.png
419	Floatzel	3' 07"	73.9	It floats using its well-developed flotation sac. It assists in the rescues of drowning people.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/419.png
420	Cherubi	1' 04"	7.3	Sunlight colors it red. When the small ball is drained of nutrients, it shrivels to herald evolution.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/420.png
421	Cherrim	1' 08"	20.5	During times of strong sunlight, its bud blooms, its petals open fully, and it becomes very active.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/421.png
422	Shellos	1' 00"	13.9	Beware of pushing strongly on its squishy body, as it makes a mysterious purple fluid ooze out.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/422.png
423	Gastrodon	2' 11"	65.9	When its natural enemy attacks, it oozes purple fluid and escapes.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/423.png
424	Ambipom	3' 11"	44.8	They work in large colonies and make rings by linking their tails, apparently in friendship.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/424.png
425	Drifloon	1' 04"	2.6	A Pokémon formed by the spirits of people and Pokémon. It loves damp, humid seasons.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/425.png
426	Drifblim	3' 11"	33.1	It carries people and Pokémon when it flies. But since it only drifts, it can end up anywhere.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/426.png
427	Buneary	1' 04"	12.1	Its ears are always rolled up. They can be forcefully extended to shatter even a large boulder.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/427.png
428	Lopunny	3' 11"	73.4	Extremely cautious, it quickly bounds off when it senses danger.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/428.png
429	Mismagius	2' 11"	9.7	It chants incantations. While they usually torment targets, some chants bring happiness.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/429.png
430	Honchkrow	2' 11"	60.2	If one utters a deep cry, many Murkrow gather quickly. For this, it is called “Summoner of Night.”                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/430.png
431	Glameow	1' 08"	8.6	It claws if displeased and purrs when affectionate. Its fickleness is very popular among some.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/431.png
432	Purugly	3' 03"	96.6	It would claim another Pokémon's nest as its own if it finds a nest sufficiently comfortable.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/432.png
433	Chingling	0' 08"	1.3	Each time it hops, it makes a ringing sound. It deafens foes by emitting high-frequency cries.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/433.png
434	Stunky	1' 04"	42.3	It sprays a foul fluid from its rear. Its stench spreads over a mile radius, driving Pokémon away.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/434.png
435	Skuntank	3' 03"	83.8	It sprays a vile-smelling fluid from the tip of its tail to attack. Its range is over 160 feet.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/435.png
436	Bronzor	1' 08"	133.4	Ancient people believed that the pattern on Bronzor's back contained a mysterious power.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/436.png
437	Bronzong	4' 03"	412.3	In ages past, this Pokémon was revered as a bringer of rain. It was found buried in the ground.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/437.png
438	Bonsly	1' 08"	33.1	It prefers arid environments. It leaks water from its eyes to adjust its body's fluid levels.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/438.png
439	Mime Jr.	2' 00"	28.7	In an attempt to confuse its enemy, it mimics the enemy's movements. Then it wastes no time in making itself scarce!                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/439.png
440	Happiny	2' 00"	53.8	It carries a round, egg-shaped rock in its belly pouch and gives the rock to its friends.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/440.png
441	Chatot	1' 08"	4.2	It mimics the cries of other Pokémon to trick them into thinking it's one of them. This way they won't attack it.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/441.png
442	Spiritomb	3' 03"	238.1	A Pokémon that was formed by 108 spirits. It is bound to a fissure in an odd keystone.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/442.png
443	Gible	2' 04"	45.2	It nests in horizontal holes warmed by geothermal heat. Foes who get too close can expect to be pounced on and bitten.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/443.png
444	Gabite	4' 07"	123.5	It loves sparkly things. It seeks treasures in caves and hoards the loot in its nest.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/444.png
445	Garchomp	6' 03"	209.4	When it folds up its body and extends its wings, it looks like a jet plane. It flies at sonic speed.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/445.png
446	Munchlax	2' 00"	231.5	It hides food under its long body hair. However, it forgets it has hidden the food.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/446.png
447	Riolu	2' 04"	44.5	It uses the shapes of auras, which change according to emotion, to communicate with others.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/447.png
448	Lucario	3' 11"	119.0	By catching the aura emanating from others, it can read their thoughts and movements.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/448.png
449	Hippopotas	2' 07"	109.1	It lives in arid places. Instead of perspiration, it expels grainy sand from its body.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/449.png
450	Hippowdon	6' 07"	661.4	It brandishes its gaping mouth in a display of fearsome strength. It raises vast quantities of sand while attacking.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/450.png
451	Skorupi	2' 07"	26.5	It grips prey with its tail claws and injects poison. It tenaciously hangs on until the poison takes.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/451.png
452	Drapion	4' 03"	135.6	It takes pride in its strength. Even though it can tear foes apart, it finishes them off with powerful poison.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/452.png
453	Croagunk	2' 04"	50.7	Its cheeks hold poison sacs. It tries to catch foes off guard to jab them with toxic fingers.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/453.png
454	Toxicroak	4' 03"	97.9	It has a poison sac at its throat. When it croaks, the stored poison is churned for greater potency.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/454.png
455	Carnivine	4' 07"	59.5	It attracts prey with its sweet-smelling saliva, then chomps down. It takes a whole day to eat prey.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/455.png
456	Finneon	1' 04"	15.4	The line running down its side can store sunlight. It shines vividly at night.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/456.png
457	Lumineon	3' 11"	52.9	It lives on the deep-sea floor. It attracts prey by flashing the patterns on its four tail fins.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/457.png
458	Mantyke	3' 03"	143.3	The pattern on its back varies by region. It often swims in a school of Remoraid.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/458.png
459	Snover	3' 03"	111.3	During cold seasons, it migrates to the mountain's lower reaches. It returns to the snow-covered summit in the spring.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/459.png
460	Abomasnow	7' 03"	298.7	It blankets wide areas in snow by whipping up blizzards. It is also known as “The Ice Monster.”                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/460.png
461	Weavile	3' 07"	75.0	It lives in snowy regions. It carves patterns in trees with its claws as a signal to others.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/461.png
462	Magnezone	3' 11"	396.8	Sometimes the magnetism emitted by Magnezone is too strong, making them attract each other so they cannot move.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/462.png
463	Lickilicky	5' 07"	308.6	It wraps things with its extensible tongue. Getting too close to it will leave you soaked with drool.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/463.png
464	Rhyperior	7' 10"	623.5	From holes in its palms, it fires out Geodude. Its carapace can withstand volcanic eruptions.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/464.png
465	Tangrowth	6' 07"	283.5	It ensnares prey by extending arms made of vines. Losing arms to predators does not trouble it.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/465.png
466	Electivire	5' 11"	305.6	As its electric charge amplifies, blue sparks begin to crackle between its horns.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/466.png
467	Magmortar	5' 03"	149.9	It blasts fireballs of over 3,600 degrees Fahrenheit from the ends of its arms. It lives in volcanic craters.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/467.png
468	Togekiss	4' 11"	83.8	As everyone knows, it visits peaceful regions, bringing them gifts of kindness and sweet blessings.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/468.png
469	Yanmega	6' 03"	113.5	It prefers to battle by biting apart foes' heads instantly while flying by at high speed.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/469.png
470	Leafeon	3' 03"	56.2	When you see Leafeon asleep in a patch of sunshine, you'll know it is using photosynthesis to produce clean air.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/470.png
471	Glaceon	2' 07"	57.1	By controlling its body heat, it can freeze the atmosphere around it to make a diamond-dust flurry.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/471.png
472	Gliscor	6' 07"	93.7	It observes prey while hanging inverted from branches. When the chance presents itself, it swoops!                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/472.png
473	Mamoswine	8' 02"	641.5	A frozen Mamoswine was dug from ice dating back 10,000 years. This Pokémon has been around a long, long, long time.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/473.png
474	Porygon-Z	2' 11"	75.0	Additional software was installed to make it a better Pokémon. It began acting oddly, however.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/474.png
475	Gallade	5' 03"	114.6	Because it can sense what its foe is thinking, its attacks burst out first, fast, and fierce.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/475.png
476	Probopass	4' 07"	749.6	It exudes strong magnetism from all over. It controls three small units called Mini-Noses.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/476.png
477	Dusknoir	7' 03"	235.0	It is said to take lost spirits into its pliant body and guide them home.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/477.png
478	Froslass	4' 03"	58.6	It freezes foes with an icy breath nearly -60 degrees Fahrenheit. What seems to be its body is actually hollow.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/478.png
479	Rotom	1' 00"	0.7	Research continues on this Pokémon, which could be the power source of a unique motor.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/479.png
480	Uxie	1' 00"	0.7	Known as “The Being of Knowledge.” It is said that it can wipe out the memory of those who see its eyes.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/480.png
481	Mesprit	1' 00"	0.7	Known as “The Being of Emotion.” It taught humans the nobility of sorrow, pain, and joy.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/481.png
482	Azelf	1' 00"	0.7	Known as “The Being of Willpower.” It sleeps at the bottom of a lake to keep the world in balance.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/482.png
483	Dialga	17' 09"	1505.8	A Pokémon spoken of in legend. It is said that time began moving when Dialga was born.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/483.png
484	Palkia	13' 09"	740.8	It is said to live in a gap in the spatial dimension parallel to ours. It appears in mythology.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/484.png
485	Heatran	5' 07"	948.0	It dwells in volcanic caves. It digs in with its cross-shaped feet to crawl on ceilings and walls.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/485.png
486	Regigigas	12' 02"	925.9	It is said to have made Pokémon that look like itself from a special ice mountain, rocks, and magma.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/486.png
487	Giratina	14' 09"	1653.5	This Pokémon is said to live in a world on the reverse side of ours, where common knowledge is distorted and strange.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/487.png
488	Cresselia	4' 11"	188.7	Shiny particles are released from its wings like a veil. It is said to represent the crescent moon.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/488.png
489	Phione	1' 04"	6.8	When the water warms, they inflate the flotation sac on their heads and drift languidly on the sea in packs.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/489.png
490	Manaphy	1' 00"	3.1	It is born with a wondrous power that lets it bond with any kind of Pokémon.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/490.png
491	Darkrai	4' 11"	111.3	It chases people and Pokémon from its territory by causing them to experience deep, nightmarish slumbers.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/491.png
492	Shaymin	0' 08"	4.6	It can dissolve toxins in the air to instantly transform ruined land into a lush field of flowers.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/492.png
493	Arceus	10' 06"	705.5	According to the legends of Sinnoh, this Pokémon emerged from an egg and shaped all there is in this world.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/493.png
494	Victini	1' 04"	8.8	This Pokémon brings victory. It is said that Trainers with Victini always win, regardless of the type of encounter.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/494.png
495	Snivy	2' 00"	17.9	Being exposed to sunlight makes its movements swifter. It uses vines more adeptly than its hands.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/495.png
496	Servine	2' 07"	35.3	It moves along the ground as if sliding. Its swift movements befuddle its foes, and it then attacks with a vine whip.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/496.png
497	Serperior	10' 10"	138.9	It only gives its all against strong opponents who are not fazed by the glare from Serperior's noble eyes.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/497.png
498	Tepig	1' 08"	21.8	It can deftly dodge its foe's attacks while shooting fireballs from its nose. It roasts berries before it eats them.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/498.png
499	Pignite	3' 03"	122.4	The more it eats, the more fuel it has to make the fire in its stomach stronger. This fills it with even more power.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/499.png
500	Emboar	5' 03"	330.7	It can throw a fire punch by setting its fists on fire with its fiery chin. It cares deeply about its friends.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/500.png
501	Oshawott	1' 08"	13.0	The scalchop on its stomach isn't just used for battle—it can be used to break open hard berries as well.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/501.png
502	Dewott	2' 07"	54.0	Strict training is how it learns its flowing double-scalchop technique.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/502.png
503	Samurott	4' 11"	208.6	In the time it takes a foe to blink, it can draw and sheathe the seamitars attached to its front legs.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/503.png
504	Patrat	1' 08"	25.6	Using food stored in cheek pouches, they can keep watch for days. They use their tails to communicate with others.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/504.png
505	Watchog	3' 07"	59.5	Using luminescent matter, it makes its eyes and body glow and stuns attacking opponents.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/505.png
506	Lillipup	1' 04"	9.0	The long hair around its face provides an amazing radar that lets it sense subtle changes in its surroundings.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/506.png
507	Herdier	2' 11"	32.4	This very loyal Pokémon helps Trainers, and it also takes care of other Pokémon.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/507.png
508	Stoutland	3' 11"	134.5	It rescues people stranded by blizzards in the mountains. Its shaggy fur shields it from the cold.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/508.png
509	Purrloin	1' 04"	22.3	Its cute act is a ruse. When victims let down their guard, they find their items taken. It attacks with sharp claws.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/509.png
